DVD,HHS,total,totalA,totalB
201603,2,1894,64,7
201603,3,1264,7,4
201603,4,3361,211,79
201603,5,3212,84,10
201603,6,2775,56,30
201603,7,775,17,2
201603,8,1666,46,34
201603,9,1904,163,74
201603,10,850,29,66
201604,1,1273,67,7
201604,2,2023,98,13
201604,3,1289,17,4
201604,4,3806,281,96
201604,5,3642,175,21
201604,6,3041,76,48
201604,7,764,18,2
201604,8,1861,68,68
201604,9,2192,193,87
201604,10,900,42,66
201605,1,1266,102,4
201605,2,2130,160,21
201605,3,1255,28,6
201605,4,4096,448,140
201605,5,4127,296,42
201605,6,3124,90,83
201605,7,876,27,6
201605,8,2049,121,108
201605,9,2373,245,103
201605,10,965,55,74
201606,1,1402,85,28
201606,2,2432,254,38
201606,3,1467,46,11
201606,4,4581,574,152
201606,5,4425,422,50
201606,6,3538,202,143
201606,7,1045,40,2
201606,8,2157,177,127
201606,9,2788,382,195
201606,10,1099,83,118
201607,1,1311,161,24
201607,2,2617,387,43
201607,3,1530,84,37
201607,4,4794,638,137
201607,5,5142,687,80
201607,6,3981,354,282
201607,7,1132,65,10
201607,8,2580,231,138
201607,9,2955,436,229
201607,10,1166,92,112
201608,1,1726,260,26
201608,2,3145,626,64
201608,3,1824,201,28
201608,4,5763,979,203
201608,5,6193,1094,119
201608,6,4162,412,261
201608,7,1239,89,8
201608,8,2620,262,154
201608,9,3051,388,285
201608,10,1243,99,128
201609,1,1997,332,69
201609,2,3633,906,103
201609,3,2086,271,48
201609,4,6207,1036,243
201609,5,7061,1474,171
201609,6,4443,496,359
201609,7,1234,113,21
201609,8,2936,388,200
201609,9,2945,351,277
201609,10,1338,156,138
201610,1,2480,565,102
201610,2,4153,1055,197
201610,3,2548,534,132
201610,4,6765,1144,346
201610,5,8165,1835,259
201610,6,4501,532,399
201610,7,1412,158,28
201610,8,2953,442,193
201610,9,2514,268,213
201610,10,1290,146,149
201611,1,2527,469,118
201611,2,3886,870,213
201611,3,2671,421,146
201611,4,5830,805,275
201611,5,7156,1201,251
201611,6,4183,436,326
201611,7,1273,92,19
201611,8,2856,414,143
201611,9,2573,181,179
201611,10,1278,158,120
201612,1,2462,398,128
201612,2,3619,678,213
201612,3,2516,373,155
201612,4,5172,643,241
201612,5,5753,773,220
201612,6,3593,364,265
201612,7,1205,82,20
201612,8,2581,329,134
201612,9,2059,137,131
201612,10,1201,142,145
201613,1,2380,352,141
201613,2,3283,458,205
201613,3,2320,277,145
201613,4,4572,401,242
201613,5,5051,570,168
201613,6,3696,360,291
201613,7,1144,76,31
201613,8,2210,253,101
201613,9,1778,100,71
201613,10,1169,118,119
201614,1,1964,184,132
201614,2,2817,274,204
201614,3,1848,147,125
201614,4,4297,307,258
201614,5,4537,374,156
201614,6,2959,284,241
201614,7,938,49,28
201614,8,1912,191,89
201614,9,1681,65,68
201614,10,1026,96,89
201615,1,1743,142,154
201615,2,2450,188,211
201615,3,1725,128,142
201615,4,4041,232,254
201615,5,3973,393,178
201615,6,2901,177,223
201615,7,892,40,39
201615,8,1642,102,72
201615,9,1415,48,33
201615,10,901,56,58
201616,1,1602,114,147
201616,2,2236,150,220
201616,3,1717,119,206
201616,4,3783,181,244
201616,5,3427,223,184
201616,6,2832,147,162
201616,7,872,27,40
201616,8,1436,79,65
201616,9,1224,35,23
201616,10,731,48,38
201617,1,1354,79,127
201617,2,2127,80,179
201617,3,1595,58,167
201617,4,3501,108,231
201617,5,2979,137,191
201617,6,2533,108,121
201617,7,736,16,36
201617,8,1164,44,40
201617,9,1312,31,26
201617,10,669,40,25
201618,1,1139,45,92
201618,2,1837,48,154
201618,3,1190,23,84
201618,4,3100,80,203
201618,5,2484,58,113
201618,6,2216,79,99
201618,7,635,10,15
201618,8,1048,39,22
201618,9,1089,21,24
201618,10,642,24,16
201619,1,1028,27,86
201619,2,1630,27,92
201619,3,1197,20,82
201619,4,2865,57,179
201619,5,2165,29,98
201619,6,2177,66,78
201619,7,625,6,15
201619,8,940,17,11
201619,9,917,17,13
201619,10,546,14,8
201620,1,851,13,70
201620,2,1504,21,73
201620,3,982,10,33
201620,4,2575,50,152
201620,5,1876,27,72
201620,6,1973,71,70
201620,7,510,2,3
201620,8,908,11,16
201620,9,897,13,8
201620,10,469,6,8
201621,1,701,5,35
201621,2,1282,8,67
201621,3,834,15,27
201621,4,2633,45,149
201621,5,1682,11,43
201621,6,1863,35,55
201621,7,508,2,4
201621,8,814,9,9
201621,9,876,8,17
201621,10,398,1,2
201622,1,521,3,9
201622,2,1220,8,28
201622,3,754,4,17
201622,4,2246,28,95
201622,5,1303,2,18
201622,6,1678,25,39
201622,7,456,3,7
201622,8,725,0,6
201622,9,778,4,6
201622,10,386,5,1
201623,1,391,0,7
201623,2,1186,3,10
201623,3,604,1,5
201623,4,2036,18,114
201623,5,1250,2,12
201623,6,1514,29,39
201623,7,406,1,3
201623,8,704,6,4
201623,9,727,7,8
201623,10,354,3,5
201624,1,367,3,2
201624,2,1056,8,9
201624,3,556,0,2
201624,4,1705,20,55
201624,5,1186,4,3
201624,6,1433,14,20
201624,7,401,0,0
201624,8,608,1,0
201624,9,685,6,3
201624,10,367,3,0
201625,1,296,1,2
201625,2,978,2,8
201625,3,552,0,1
201625,4,1515,17,49
201625,5,1079,3,3
201625,6,1189,15,15
201625,7,282,0,0
201625,8,539,2,2
201625,9,699,1,3
201625,10,288,3,0
201626,1,268,1,0
201626,2,899,1,2
201626,3,442,0,3
201626,4,1180,13,27
201626,5,851,1,2
201626,6,881,3,12
201626,7,309,0,1
201626,8,578,2,0
201626,9,632,4,4
201626,10,258,1,0
201627,1,246,1,0
201627,2,741,2,1
201627,3,399,1,3
201627,4,1207,12,17
201627,5,804,0,1
201627,6,1030,4,4
201627,7,341,0,3
201627,8,542,2,0
201627,9,387,1,0
201627,10,281,1,1
201628,1,228,0,0
201628,2,752,2,2
201628,3,477,0,1
201628,4,1146,11,8
201628,5,982,1,1
201628,6,964,6,11
201628,7,311,1,1
201628,8,563,1,1
201628,9,634,2,6
201628,10,271,0,0
201629,1,95,1,1
201629,2,703,0,3
201629,3,497,0,0
201629,4,1125,7,17
201629,5,806,2,0
201629,6,908,2,3
201629,7,291,1,1
201629,8,521,3,1
201629,9,684,7,0
201629,10,258,1,0
201630,1,112,0,0
201630,2,713,1,0
201630,3,470,0,0
201630,4,1116,10,16
201630,5,809,2,0
201630,6,884,4,7
201630,7,318,0,0
201630,8,508,0,0
201630,9,569,2,1
201630,10,257,1,1
201631,1,203,0,1
201631,2,665,0,0
201631,3,453,1,0
201631,4,1094,12,11
201631,5,811,7,1
201631,6,788,5,6
201631,7,318,0,0
201631,8,549,5,0
201631,9,567,2,1
201631,10,227,1,0
201632,1,177,0,0
201632,2,720,0,0
201632,3,458,0,0
201632,4,1181,11,21
201632,5,898,3,0
201632,6,797,4,4
201632,7,295,0,0
201632,8,509,1,0
201632,9,485,1,5
201632,10,253,2,0
201633,1,188,1,0
201633,2,680,5,1
201633,3,444,1,0
201633,4,1273,12,13
201633,5,797,6,0
201633,6,802,2,6
201633,7,348,0,0
201633,8,562,0,0
201633,9,649,0,1
201633,10,231,0,0
201634,1,172,0,0
201634,2,657,0,1
201634,3,413,2,0
201634,4,1402,20,18
201634,5,930,2,1
201634,6,969,31,4
201634,7,375,0,0
201634,8,582,1,0
201634,9,522,5,1
201634,10,242,2,0
201635,1,180,2,0
201635,2,668,2,0
201635,3,497,4,1
201635,4,1538,6,26
201635,5,913,5,2
201635,6,1330,45,12
201635,7,385,0,0
201635,8,661,3,0
201635,9,678,9,0
201635,10,243,2,0
201636,1,239,1,0
201636,2,673,0,1
201636,3,586,1,1
201636,4,1761,20,35
201636,5,1031,3,1
201636,6,1410,21,17
201636,7,446,2,0
201636,8,704,2,0
201636,9,646,5,1
201636,10,236,2,0
201637,1,315,0,0
201637,2,857,6,2
201637,3,520,1,0
201637,4,1919,33,36
201637,5,1273,8,4
201637,6,1527,10,15
201637,7,437,0,0
201637,8,800,3,0
201637,9,735,8,1
201637,10,344,5,0
201638,1,415,2,0
201638,2,936,1,1
201638,3,610,3,0
201638,4,2030,38,38
201638,5,1328,9,5
201638,6,1586,13,19
201638,7,466,1,0
201638,8,811,4,0
201638,9,794,15,4
201638,10,442,11,0
201639,1,465,2,0
201639,2,1050,6,2
201639,3,697,2,1
201639,4,2369,45,53
201639,5,1565,8,3
201639,6,1602,15,18
201639,7,662,0,0
201639,8,790,3,2
201639,9,901,5,4
201639,10,495,20,0
201640,1,702,6,1
201640,2,1307,10,3
201640,3,941,1,4
201640,4,2796,46,62
201640,5,2399,8,6
201640,6,2317,27,24
201640,7,728,0,0
201640,8,913,8,0
201640,9,1101,7,1
201640,10,607,14,0
201641,1,835,5,1
201641,2,1310,2,3
201641,3,953,3,1
201641,4,2684,47,46
201641,5,2696,8,7
201641,6,2712,23,30
201641,7,786,1,0
201641,8,966,10,1
201641,9,1153,10,1
201641,10,623,4,2
201642,1,906,1,1
201642,2,1434,16,1
201642,3,1011,0,1
201642,4,2914,41,60
201642,5,2892,14,14
201642,6,2638,18,21
201642,7,822,0,2
201642,8,1009,7,0
201642,9,1129,7,3
201642,10,614,18,1
201643,1,831,3,2
201643,2,1415,5,3
201643,3,1055,0,2
201643,4,2906,40,51
201643,5,2949,6,5
201643,6,2714,27,34
201643,7,882,1,1
201643,8,1058,10,0
201643,9,1102,14,2
201643,10,729,41,2
201644,1,820,10,3
201644,2,1444,11,1
201644,3,1144,0,1
201644,4,3425,78,86
201644,5,3245,18,9
201644,6,2921,29,21
201644,7,845,0,2
201644,8,1064,15,0
201644,9,1221,16,1
201644,10,866,29,1
201645,1,906,7,2
201645,2,1501,12,1
201645,3,1259,2,2
201645,4,3512,97,86
201645,5,3451,10,6
201645,6,3381,35,30
201645,7,874,1,0
201645,8,1195,26,0
201645,9,1322,18,2
201645,10,864,72,1
201646,1,924,12,1
201646,2,1528,17,1
201646,3,1165,7,2
201646,4,3912,107,89
201646,5,3464,22,14
201646,6,3755,58,37
201646,7,958,6,3
201646,8,1163,19,1
201646,9,1347,14,2
201646,10,1013,88,1
201647,1,903,8,4
201647,2,1456,30,2
201647,3,1229,12,4
201647,4,3991,147,116
201647,5,3297,37,9
201647,6,3543,59,49
201647,7,874,13,2
201647,8,1194,30,1
201647,9,1280,27,6
201647,10,1063,98,1
201648,1,1099,28,2
201648,2,1787,47,8
201648,3,1491,23,6
201648,4,4253,146,108
201648,5,4037,36,13
201648,6,3912,55,41
201648,7,1012,20,3
201648,8,1407,49,0
201648,9,1727,42,10
201648,10,1066,80,1
201649,1,994,17,5
201649,2,1258,40,2
201649,3,1508,31,5
201649,4,4251,222,101
201649,5,3986,73,19
201649,6,3551,67,52
201649,7,1077,18,1
201649,8,1397,60,4
201649,9,1581,62,12
201649,10,1123,100,0
201650,1,1062,37,4
201650,2,1893,107,4
201650,3,1593,52,3
201650,4,4654,401,132
201650,5,4216,101,19
201650,6,4643,192,53
201650,7,1065,32,1
201650,8,1607,128,3
201650,9,1911,105,7
201650,10,1349,228,2
201651,1,1206,92,6
201651,2,2163,220,13
201651,3,1694,81,14
201651,4,5626,635,153
201651,5,4541,194,41
201651,6,4767,283,121
201651,7,1181,68,2
201651,8,2009,303,11
201651,9,2084,152,7
201651,10,1766,445,5
201652,1,1810,216,12
201652,2,2379,423,8
201652,3,2154,206,28
201652,4,5981,649,148
201652,5,5646,385,55
201652,6,6136,409,140
201652,7,1330,92,7
201652,8,2678,528,7
201652,9,2476,234,29
201652,10,2764,890,2
201701,1,1938,209,20
201701,2,3073,471,24
201701,3,2418,203,32
201701,4,5515,544,108
201701,5,6397,471,71
201701,6,5650,395,116
201701,7,1462,128,8
201701,8,2718,397,5
201701,9,2818,387,11
201701,10,3416,962,12
201702,1,2047,288,16
201702,2,2483,437,16
201702,3,2408,221,45
201702,4,4767,525,103
201702,5,6620,633,103
201702,6,6000,602,133
201702,7,1626,193,11
201702,8,2678,415,13
201702,9,2943,409,15
201702,10,3498,946,12
201703,1,2212,372,20
201703,2,2564,527,23
201703,3,2601,330,59
201703,4,5480,867,156
201703,5,7065,901,160
201703,6,5805,737,172
201703,7,1632,230,23
201703,8,2508,408,9
201703,9,2667,325,17
201703,10,3488,938,24
201704,1,2534,441,26
201704,2,3785,875,51
201704,3,2488,384,79
201704,4,5681,845,169
201704,5,7222,1002,223
201704,6,7072,926,203
201704,7,1725,245,21
201704,8,2500,361,15
201704,9,2647,292,15
201704,10,3111,691,32
201705,1,2508,569,31
201705,2,3071,816,37
201705,3,2663,535,62
201705,4,6975,1184,248
201705,5,7711,1300,292
201705,6,8562,1508,367
201705,7,1852,287,39
201705,8,2706,431,26
201705,9,2774,366,16
201705,10,2784,534,40
201706,1,2801,733,48
201706,2,3355,970,76
201706,3,3141,733,125
201706,4,8103,1406,311
201706,5,10085,2050,685
201706,6,10096,1890,553
201706,7,2361,425,89
201706,8,2963,472,41
201706,9,2920,373,26
201706,10,2317,318,27
201707,1,2755,632,71
201707,2,3917,859,126
201707,3,3296,779,153
201707,4,8648,1403,480
201707,5,11713,2632,988
201707,6,9222,1771,471
201707,7,2522,418,125
201707,8,2888,446,63
201707,9,2725,271,29
201707,10,1987,198,52
201708,1,2607,609,89
201708,2,3715,786,127
201708,3,3572,858,234
201708,4,8105,1267,486
201708,5,12294,2680,1251
201708,6,8798,1432,527
201708,7,2144,316,144
201708,8,2741,299,88
201708,9,2487,205,22
201708,10,1650,139,49
201709,1,2300,391,107
201709,2,3049,422,110
201709,3,2951,473,155
201709,4,6876,876,394
201709,5,10044,1536,925
201709,6,7598,1040,437
201709,7,1749,157,102
201709,8,2252,211,96
201709,9,2337,148,28
201709,10,1392,102,44
201710,1,2069,291,125
201710,2,2083,199,106
201710,3,2676,383,206
201710,4,6872,780,451
201710,5,9632,1247,1099
201710,6,6881,907,474
201710,7,1626,118,126
201710,8,2295,168,138
201710,9,2378,136,33
201710,10,1345,68,55
201711,1,1933,221,138
201711,2,1752,167,118
201711,3,2572,315,249
201711,4,6659,656,539
201711,5,9249,1020,1218
201711,6,6497,717,466
201711,7,1617,101,148
201711,8,2177,107,166
201711,9,2203,136,35
201711,10,1316,50,58
201712,1,2003,204,212
201712,2,2355,115,192
201712,3,2641,307,294
201712,4,7136,862,707
201712,5,9556,1022,1529
201712,6,5416,495,442
201712,7,1042,66,118
201712,8,1962,94,158
201712,9,2111,99,36
201712,10,1173,29,56
201713,1,2015,188,308
201713,2,2459,98,267
201713,3,2367,241,305
201713,4,6149,502,574
201713,5,8887,791,1437
201713,6,4823,303,345
201713,7,869,41,116
201713,8,1827,51,157
201713,9,1848,78,40
201713,10,938,20,40
201714,1,2276,155,402
201714,2,2498,56,313
201714,3,2056,111,257
201714,4,4891,336,424
201714,5,7290,432,932
201714,6,3685,184,228
201714,7,1242,15,101
201714,8,1796,30,134
201714,9,1815,67,59
201714,10,931,16,59
201715,1,2124,116,335
201715,2,2270,40,281
201715,3,1762,63,157
201715,4,4276,229,345
201715,5,5900,251,623
201715,6,3462,137,197
201715,7,1067,10,71
201715,8,1808,21,116
201715,9,1485,30,58
201715,10,798,9,45
201716,1,1834,60,248
201716,2,2035,26,167
201716,3,1393,30,102
201716,4,3845,157,245
201716,5,5103,123,423
201716,6,3899,183,164
201716,7,961,5,47
201716,8,1397,16,81
201716,9,1556,38,67
201716,10,711,8,37
201717,1,1460,29,176
201717,2,1384,20,93
201717,3,1121,15,39
201717,4,3375,114,176
201717,5,4018,46,198
201717,6,3112,70,112
201717,7,838,3,27
201717,8,1535,15,66
201717,9,1424,26,44
201717,10,652,7,28
201718,1,1033,12,78
201718,2,1157,13,49
201718,3,926,3,26
201718,4,3016,98,162
201718,5,3373,19,124
201718,6,2356,43,76
201718,7,798,1,19
201718,8,1386,32,65
201718,9,1209,29,49
201718,10,631,6,38
201719,1,986,15,38
201719,2,1049,6,37
201719,3,816,6,17
201719,4,2928,101,182
201719,5,2990,29,87
201719,6,2414,47,84
201719,7,730,3,10
201719,8,1235,23,47
201719,9,1246,21,68
201719,10,583,2,24
201720,1,862,7,35
201720,2,1072,13,29
201720,3,737,6,6
201720,4,2579,102,139
201720,5,2191,10,52
201720,6,2424,56,76
201720,7,729,1,12
201720,8,1173,17,36
201720,9,1240,24,62
201720,10,576,1,21
201721,1,646,1,9
201721,2,901,4,11
201721,3,603,0,3
201721,4,2618,112,140
201721,5,2255,11,41
201721,6,2283,38,53
201721,7,597,4,6
201721,8,992,8,23
201721,9,1165,19,81
201721,10,533,0,13
201722,1,569,1,6
201722,2,769,7,2
201722,3,581,1,3
201722,4,2470,112,141
201722,5,1968,7,16
201722,6,1963,35,63
201722,7,506,1,1
201722,8,909,7,20
201722,9,1077,8,57
201722,10,464,2,9
201723,1,424,0,3
201723,2,756,1,4
201723,3,648,11,1
201723,4,2157,93,96
201723,5,1722,3,11
201723,6,1827,15,36
201723,7,526,1,3
201723,8,829,5,15
201723,9,1029,10,49
201723,10,412,0,11
201724,1,419,1,0
201724,2,692,6,2
201724,3,619,1,5
201724,4,1931,91,93
201724,5,1280,7,3
201724,6,1611,11,16
201724,7,516,0,1
201724,8,740,4,12
201724,9,1006,10,29
201724,10,294,0,6
201725,1,327,3,0
201725,2,628,3,5
201725,3,424,3,0
201725,4,1713,70,64
201725,5,1409,7,8
201725,6,1687,8,10
201725,7,460,1,2
201725,8,612,1,7
201725,9,885,11,24
201725,10,287,1,5
201726,1,285,1,0
201726,2,553,3,1
201726,3,358,2,1
201726,4,1529,57,55
201726,5,1368,9,4
201726,6,1305,2,6
201726,7,137,1,0
201726,8,588,3,4
201726,9,703,8,16
201726,10,268,5,4
201727,1,264,1,0
201727,2,779,2,1
201727,3,417,0,1
201727,4,1513,51,46
201727,5,1114,2,2
201727,6,1088,1,3
201727,7,379,1,0
201727,8,655,4,8
201727,9,698,10,11
201727,10,259,1,3
201728,1,242,3,0
201728,2,849,4,2
201728,3,474,1,1
201728,4,1534,59,46
201728,5,1259,7,4
201728,6,1218,4,3
201728,7,366,0,0
201728,8,632,1,2
201728,9,685,6,5
201728,10,200,3,0
201729,1,236,1,0
201729,2,777,4,0
201729,3,331,1,0
201729,4,1482,50,25
201729,5,1222,14,6
201729,6,1174,1,3
201729,7,394,1,1
201729,8,633,2,2
201729,9,630,6,1
201729,10,241,0,2
201730,1,262,1,0
201730,2,771,2,3
201730,3,394,0,0
201730,4,1334,41,29
201730,5,1122,9,7
201730,6,1135,7,1
201730,7,391,1,0
201730,8,574,4,3
201730,9,624,3,7
201730,10,216,2,0
201731,1,228,1,1
201731,2,410,3,1
201731,3,434,0,0
201731,4,1349,54,26
201731,5,1183,14,1
201731,6,1109,10,1
201731,7,356,2,0
201731,8,537,4,1
201731,9,569,4,1
201731,10,192,0,0
201732,1,244,2,1
201732,2,798,1,1
201732,3,407,0,0
201732,4,1427,48,43
201732,5,1093,8,3
201732,6,1119,5,0
201732,7,377,0,0
201732,8,569,1,0
201732,9,569,7,5
201732,10,160,1,1
201733,1,282,1,1
201733,2,835,1,0
201733,3,477,0,1
201733,4,1521,36,23
201733,5,1252,5,2
201733,6,1231,10,6
201733,7,397,0,0
201733,8,615,2,1
201733,9,598,5,4
201733,10,206,0,0
201734,1,265,1,1
201734,2,809,4,1
201734,3,418,1,0
201734,4,1711,44,23
201734,5,1157,6,1
201734,6,1263,4,1
201734,7,416,0,0
201734,8,631,5,0
201734,9,612,5,5
201734,10,228,1,0
201735,1,278,1,0
201735,2,447,2,0
201735,3,495,2,1
201735,4,2029,67,40
201735,5,1279,9,2
201735,6,1374,9,3
201735,7,525,4,0
201735,8,686,2,0
201735,9,584,4,3
201735,10,241,1,0
201736,1,223,3,0
201736,2,936,4,1
201736,3,554,2,1
201736,4,1254,10,10
201736,5,1252,13,1
201736,6,1491,10,2
201736,7,458,0,0
201736,8,358,2,0
201736,9,468,7,2
201736,10,243,3,3
